1621335569,343865000,1621679434000
1621335569,536975000,1621872544000
1621335569,646435000,1621982004000
1621335569,849791000,1622185360000
1621335569,942811000,1622278380000
1621335570,121553000,1621457123000
1621335570,253770000,1621589340000
1621335570,484405000,1621819975000
1621335570,680388000,1622015958000
1621335570,808075000,1622143645000
1621335570,961468000,1622297038000
1621335571,31285000,1621366856000
1621335571,153831000,1621489402000
1621335571,363862000,1621699433000
1621335571,528335000,1621863906000
1621335571,635743000,1621971314000
1621335571,711940000,1622047511000
1621335571,862347000,1622197918000
1621335572,36987000,1621372559000
1621335572,146494000,1621482066000
1621335572,314480000,1621650052000
1621335572,510687000,1621846259000
1621335572,594894000,1621930466000
1621335572,738828000,1622074400000
1621335572,841845000,1622177417000
1621335572,959813000,1622295385000
1621335573,87958000,1621423531000
1621335573,226428000,1621562001000
1621335573,308844000,1621644417000
1621335573,505661000,1621841234000
1621335573,587220000,1621922793000
1621335573,674636000,1622010209000
1621335573,787558000,1622123131000
1621335573,908922000,1622244495000
1621335573,989716000,1622325289000
1621335574,102452000,1621438026000
1621335574,242759000,1621578333000
1621335574,403718000,1621739292000
1621335574,478280000,1621813854000
1621335574,569814000,1621905388000
1621335574,683175000,1622018749000
1621335574,760159000,1622095733000
1621335574,853414000,1622188988000
1621335574,946599000,1622282173000
1621335575,57168000,1621392743000
1621335575,229672000,1621565247000
1621335575,296822000,1621632397000
1621335575,408876000,1621744451000
1621335575,506878000,1621842453000
1621335575,617601000,1621953176000
1621335575,714892000,1622050467000
1621335575,835870000,1622171445000
1621335575,954271000,1622289846000
1621335576,58237000,1621393813000
1621335576,246438000,1621582014000
