0,6261000,6261000
0,90122000,90122000
0,17890000,17890000
0,7612000,7612000
0,36011000,36011000
0,169342000,169342000
0,14958000,14958000
0,5942000,5942000
0,5189000,5189000
0,18314000,18314000
0,8645000,8645000
0,43851000,43851000
0,11617000,11617000
0,25440000,25440000
0,8939000,8939000
0,31500000,31500000
0,145287000,145287000
0,58134000,58134000
0,19752000,19752000
0,32152000,32152000
0,11597000,11597000
0,18804000,18804000
0,11855000,11855000
0,88809000,88809000
0,11360000,11360000
0,28499000,28499000
0,23040000,23040000
0,8476000,8476000
0,10172000,10172000
0,3284000,3284000
0,3978000,3978000
0,17958000,17958000
0,3439000,3439000
0,12556000,12556000
0,29600000,29600000
0,10726000,10726000
0,26152000,26152000
0,15805000,15805000
0,4666000,4666000
0,9719000,9719000
0,5093000,5093000
0,36526000,36526000
0,14294000,14294000
0,3607000,3607000
